date, time, x, y, answer, isCorrect, 
3/22/2022 11:57:58 AM, 179.877, 5, 4, 1, wrong
3/22/2022 11:57:58 AM, 180.2128, 5, 5, 1, wrong
3/22/2022 11:57:59 AM, 180.5736, 5, 6, 1, wrong
3/22/2022 11:57:59 AM, 180.9243, 5, 7, 1, wrong
3/22/2022 11:57:59 AM, 181.2258, 5, 8, 1, wrong
3/22/2022 11:58:00 AM, 181.5404, 5, 9, 1, wrong
3/22/2022 11:58:00 AM, 181.8731, 6, 0, 1, wrong
3/22/2022 11:58:00 AM, 182.1721, 6, 1, 1, wrong
3/22/2022 11:58:01 AM, 182.5084, 6, 2, 1, wrong
3/22/2022 11:58:01 AM, 182.8082, 6, 3, 1, wrong
3/22/2022 11:58:01 AM, 183.1244, 6, 4, 1, wrong
3/22/2022 11:58:02 AM, 183.425, 6, 5, 1, wrong
3/22/2022 11:58:02 AM, 183.7284, 6, 6, 1, wrong
3/22/2022 11:58:02 AM, 184.0405, 6, 7, 1, wrong
3/22/2022 11:58:02 AM, 184.3441, 6, 8, 1, wrong
3/22/2022 11:58:03 AM, 184.6563, 6, 9, 1, wrong
3/22/2022 11:58:03 AM, 184.9563, 7, 0, 1, wrong
3/22/2022 11:58:03 AM, 185.241, 7, 1, 1, wrong
3/22/2022 11:58:04 AM, 185.5289, 7, 2, 1, wrong
3/22/2022 11:58:04 AM, 185.828, 7, 3, 1, wrong
3/22/2022 11:58:04 AM, 186.1244, 7, 4, 1, wrong
3/22/2022 11:58:05 AM, 186.4081, 7, 5, 1, wrong
3/22/2022 11:58:05 AM, 186.7056, 7, 6, 1, wrong
3/22/2022 11:58:05 AM, 186.9721, 7, 7, 1, wrong
3/22/2022 11:58:05 AM, 187.3043, 7, 8, 1, wrong
3/22/2022 11:58:06 AM, 187.5894, 7, 9, 1, wrong
3/22/2022 11:58:06 AM, 187.8881, 8, 0, 1, wrong
3/22/2022 11:58:06 AM, 188.172, 8, 1, 1, wrong
3/22/2022 11:58:07 AM, 188.4564, 8, 2, 1, wrong
3/22/2022 11:58:07 AM, 188.7602, 8, 3, 1, wrong
3/22/2022 11:58:07 AM, 189.0641, 8, 4, 1, wrong
3/22/2022 11:58:07 AM, 189.3563, 8, 5, 1, wrong
3/22/2022 11:58:08 AM, 189.6648, 8, 6, 1, wrong
3/22/2022 11:58:08 AM, 189.9405, 8, 7, 1, wrong
3/22/2022 11:58:08 AM, 190.2481, 8, 8, 1, wrong
3/22/2022 11:58:09 AM, 190.5603, 8, 9, 1, wrong
3/22/2022 11:58:09 AM, 190.8563, 9, 0, 1, wrong
3/22/2022 11:58:09 AM, 191.1563, 9, 1, 1, wrong
3/22/2022 11:58:10 AM, 191.4214, 9, 2, 1, wrong
3/22/2022 11:58:10 AM, 191.7761, 9, 3, 1, wrong
3/22/2022 11:58:10 AM, 192.0721, 9, 4, 1, wrong
