date, time, answer, isCorrect, 
4/19/2022 8:01:36 PM, 216.1475, 416, correct
4/19/2022 8:01:39 PM, 219.3954, 328, correct
4/19/2022 8:01:43 PM, 223.296, 168, correct
4/19/2022 8:01:45 PM, 224.6315, 168, wrong
4/19/2022 8:01:48 PM, 228.0235, 240, correct
4/19/2022 8:01:54 PM, 233.7279, 414, correct
4/19/2022 8:01:56 PM, 236.1755, 460, correct
4/19/2022 8:02:00 PM, 239.6996, 138, correct
4/19/2022 8:02:05 PM, 244.8926, 210, wrong
4/19/2022 8:02:10 PM, 249.6555, 104, correct
4/19/2022 8:02:13 PM, 252.6121, 198, correct
4/19/2022 8:02:16 PM, 256.0156, 336, correct
4/19/2022 8:02:20 PM, 260.1236, 270, correct
4/19/2022 8:02:24 PM, 263.525, 609, correct
4/19/2022 8:02:27 PM, 267.1557, 335, correct
4/19/2022 8:02:32 PM, 271.7235, 224, correct
4/19/2022 8:02:36 PM, 276.0916, 294, correct
4/19/2022 8:02:40 PM, 279.7076, 342, wrong
4/19/2022 8:02:47 PM, 287.3597, 308, correct
4/19/2022 8:02:49 PM, 289.0315, 440, correct
4/19/2022 8:02:54 PM, 293.6356, 402, correct
4/19/2022 8:03:00 PM, 300.4236, 679, correct
4/19/2022 8:03:04 PM, 304.2435, 288, correct
4/19/2022 8:03:07 PM, 307.2561, 165, wrong
4/19/2022 8:03:09 PM, 309.0676, 135, correct
4/19/2022 8:03:11 PM, 310.5246, 43, correct
4/19/2022 8:03:14 PM, 313.6916, 259, wrong
4/19/2022 8:03:18 PM, 317.5754, 196, correct
4/19/2022 8:03:19 PM, 319.1754, 80, correct
4/19/2022 8:03:22 PM, 322.0397, 182, correct
4/19/2022 8:03:26 PM, 326.3596, 372, correct
4/19/2022 8:03:30 PM, 329.6562, 729, correct
4/19/2022 8:03:33 PM, 332.7635, 516, correct
4/19/2022 8:03:35 PM, 334.5435, 200, correct
4/19/2022 8:03:38 PM, 338.0125, 525, correct
4/19/2022 8:03:39 PM, 339.4595, 36, correct
4/19/2022 8:03:41 PM, 341.1436, 330, correct
4/19/2022 8:03:43 PM, 342.6155, 120, correct
4/19/2022 8:03:46 PM, 345.9076, 450, correct
4/19/2022 8:03:50 PM, 349.5489, 268, correct
4/19/2022 8:03:52 PM, 351.6606, 196, correct
4/19/2022 8:03:54 PM, 353.7123, 92, correct
4/19/2022 8:03:58 PM, 358.4794, 306, correct
4/19/2022 8:04:03 PM, 363.3607, 621, correct
4/19/2022 8:04:09 PM, 369.1438, 158, wrong
4/19/2022 8:04:11 PM, 370.8276, 50, correct
4/19/2022 8:04:13 PM, 372.5794, 130, correct
4/19/2022 8:04:14 PM, 373.9717, 25, correct
4/19/2022 8:04:16 PM, 375.6436, 132, correct
4/19/2022 8:04:19 PM, 378.9291, 297, correct
4/19/2022 8:04:24 PM, 384.1237, 546, correct
4/19/2022 8:04:29 PM, 388.6317, 603, correct
4/19/2022 8:04:30 PM, 390.3285, 440, correct
4/19/2022 8:04:33 PM, 392.8156, 166, correct
4/19/2022 8:04:37 PM, 397.0609, 396, correct
4/19/2022 8:04:41 PM, 401.4635, 387, correct
4/19/2022 8:04:48 PM, 407.6595, 612, correct
4/19/2022 8:04:51 PM, 410.6155, 288, correct
4/19/2022 8:04:52 PM, 411.7596, 24, correct
4/19/2022 8:04:55 PM, 415.028, 207, correct
4/19/2022 8:04:57 PM, 417.2482, 630, correct
4/19/2022 8:04:59 PM, 418.9674, 40, correct
4/19/2022 8:05:01 PM, 421.4275, 424, correct
4/19/2022 8:05:04 PM, 424.2402, 84, correct
4/19/2022 8:05:09 PM, 428.8603, 469, correct
4/19/2022 8:05:11 PM, 431.3594, 92, correct
4/19/2022 8:05:13 PM, 433.4994, 126, correct
4/19/2022 8:05:15 PM, 435.4672, 490, correct
4/19/2022 8:05:17 PM, 436.8848, 98, correct
4/19/2022 8:05:21 PM, 440.8755, 225, correct
4/19/2022 8:05:24 PM, 444.0113, 288, correct
4/19/2022 8:05:28 PM, 448.2122, 365, wrong
4/19/2022 8:05:31 PM, 451.3286, 399, correct
4/19/2022 8:05:33 PM, 453.1293, 410, correct
4/19/2022 8:05:35 PM, 454.576, 300, correct
4/19/2022 8:05:37 PM, 456.7686, 495, correct
4/19/2022 8:05:40 PM, 459.7075, 441, correct
4/19/2022 8:05:42 PM, 462.3513, 140, correct
4/19/2022 8:05:44 PM, 464.4993, 375, correct
4/19/2022 8:05:47 PM, 466.7763, 162, correct
4/19/2022 8:05:48 PM, 468.5278, 96, correct
4/19/2022 8:05:50 PM, 470.0679, 140, correct
4/19/2022 8:05:54 PM, 473.9076, 435, correct
4/19/2022 8:05:56 PM, 475.5672, 176, correct
4/19/2022 8:06:00 PM, 480.2641, 279, correct
4/19/2022 8:06:04 PM, 484.2961, 496, correct
4/19/2022 8:06:06 PM, 486.1791, 430, correct
4/19/2022 8:06:11 PM, 490.7556, 216, correct
4/19/2022 8:06:12 PM, 492.3914, 155, wrong
4/19/2022 8:06:17 PM, 496.8765, 69, correct
4/19/2022 8:06:20 PM, 500.4631, 504, correct
4/19/2022 8:06:23 PM, 503.3593, 246, correct
4/19/2022 8:06:26 PM, 506.1312, 168, correct
4/19/2022 8:06:31 PM, 511.1516, 728, correct
4/19/2022 8:06:34 PM, 514.4273, 384, correct
4/19/2022 8:06:38 PM, 517.5674, 225, correct
4/19/2022 8:06:39 PM, 519.2112, 45, correct
4/19/2022 8:06:45 PM, 525.0192, 474, correct
4/19/2022 8:06:50 PM, 529.579, 402, wrong
4/19/2022 8:06:52 PM, 531.7076, 117, correct
4/19/2022 8:06:55 PM, 535.2791, 232, correct
4/19/2022 8:06:57 PM, 536.6872, 90, correct
4/19/2022 8:06:58 PM, 538.032, 71, correct
4/19/2022 8:07:01 PM, 540.8961, 156, correct
4/19/2022 8:07:06 PM, 545.7121, 296, correct
4/19/2022 8:07:08 PM, 547.6152, 168, correct
4/19/2022 8:07:10 PM, 549.7807, 270, correct
4/19/2022 8:07:12 PM, 552.0366, 248, correct
4/19/2022 8:07:17 PM, 556.9279, 675, correct
4/19/2022 8:07:18 PM, 558.5394, 42, correct
4/19/2022 8:07:20 PM, 560.2479, 511, wrong
4/19/2022 8:07:22 PM, 562.5313, 189, correct
4/19/2022 8:07:26 PM, 565.5962, 588, correct
4/19/2022 8:07:28 PM, 568.2313, 352, correct
4/19/2022 8:07:32 PM, 572.0836, 406, correct
4/19/2022 8:07:36 PM, 576.3962, 198, correct
4/19/2022 8:07:39 PM, 579.4236, 70, correct
4/19/2022 8:07:44 PM, 583.6877, 456, correct
4/19/2022 8:07:47 PM, 587.2159, 486, correct
4/19/2022 8:07:51 PM, 590.9995, 585, correct
4/19/2022 8:07:53 PM, 593.252, 360, correct
4/19/2022 8:07:57 PM, 596.5476, 518, correct
4/19/2022 8:07:59 PM, 599.1435, 162, correct
4/19/2022 8:08:01 PM, 601.2834, 84, correct
4/19/2022 8:08:04 PM, 604.1473, 485, correct
4/19/2022 8:08:06 PM, 605.9963, 78, correct
4/19/2022 8:08:12 PM, 611.8434, 182, correct
4/19/2022 8:08:17 PM, 616.9235, 384, correct
4/19/2022 8:08:25 PM, 625.5159, 360, correct
4/19/2022 8:08:29 PM, 628.6647, 294, correct
4/19/2022 8:08:32 PM, 632.0633, 552, correct
4/19/2022 8:08:35 PM, 635.1515, 576, correct
4/19/2022 8:08:37 PM, 636.7275, 94, correct
4/19/2022 8:08:40 PM, 639.9315, 238, correct
4/19/2022 8:08:42 PM, 641.5878, 147, correct
4/19/2022 8:08:45 PM, 644.5687, 180, correct
4/19/2022 8:08:46 PM, 646.0836, 150, correct
4/19/2022 8:08:48 PM, 647.6314, 99, correct
4/19/2022 8:08:57 PM, 657.5367, 882, correct
4/19/2022 8:09:00 PM, 660.4156, 438, correct
4/19/2022 8:09:03 PM, 663.3793, 145, correct
4/19/2022 8:09:05 PM, 665.2518, 240, correct
4/19/2022 8:09:09 PM, 668.8876, 392, correct
4/19/2022 8:09:10 PM, 670.5157, 210, correct
4/19/2022 8:09:13 PM, 673.3008, 395, correct
4/19/2022 8:09:16 PM, 676.1364, 532, correct
4/19/2022 8:09:21 PM, 681.1843, 712, correct
4/19/2022 8:09:26 PM, 685.6996, 336, correct
4/19/2022 8:09:31 PM, 691.3997, 680, correct
4/19/2022 8:09:34 PM, 693.6364, 273, correct
4/19/2022 8:09:37 PM, 696.7842, 304, correct
4/19/2022 8:09:38 PM, 698.2156, 77, correct
4/19/2022 8:09:40 PM, 699.9157, 30, correct
4/19/2022 8:09:43 PM, 703.1076, 312, correct
4/19/2022 8:09:46 PM, 705.9155, 285, correct
4/19/2022 8:09:51 PM, 711.036, 329, correct
4/19/2022 8:10:00 PM, 719.7482, 783, correct
4/19/2022 8:10:01 PM, 721.3172, 81, correct
4/19/2022 8:10:05 PM, 725.3039, 696, correct
4/19/2022 8:10:08 PM, 727.9678, 594, correct
4/19/2022 8:10:17 PM, 737.0641, 600, correct
4/19/2022 8:10:19 PM, 739.4155, 245, correct
4/19/2022 8:10:23 PM, 742.9837, 532, wrong
4/19/2022 8:10:26 PM, 745.8633, 792, correct
4/19/2022 8:10:27 PM, 747.3835, 102, correct
4/19/2022 8:10:29 PM, 749.1075, 192, correct
4/19/2022 8:10:31 PM, 750.6837, 63, correct
4/19/2022 8:10:32 PM, 752.2357, 104, correct
4/19/2022 8:10:34 PM, 754.2996, 792, correct
4/19/2022 8:10:37 PM, 756.7876, 152, correct
4/19/2022 8:10:38 PM, 758.2997, 75, correct
4/19/2022 8:10:40 PM, 759.8997, 28, correct
4/19/2022 8:10:43 PM, 763.0154, 138, correct
4/19/2022 8:10:47 PM, 767.4168, 801, correct
4/19/2022 8:10:49 PM, 769.4838, 52, correct
4/19/2022 8:10:54 PM, 773.7515, 252, wrong
4/19/2022 8:11:01 PM, 780.6116, 194, correct
4/19/2022 8:11:04 PM, 784.4838, 171, correct
4/19/2022 8:11:08 PM, 788.2515, 208, correct
4/19/2022 8:11:10 PM, 790.2845, 231, correct
4/19/2022 8:11:17 PM, 797.3357, 87, correct
4/19/2022 8:11:19 PM, 799.4041, 156, correct
4/19/2022 8:11:21 PM, 801.5001, 248, correct
4/19/2022 8:11:25 PM, 805.1717, 528, wrong
4/19/2022 8:11:30 PM, 810.4997, 58, wrong
4/19/2022 8:11:34 PM, 814.504, 354, correct
4/19/2022 8:11:37 PM, 816.8678, 432, correct
4/19/2022 8:11:42 PM, 822.0359, 684, correct
4/19/2022 8:11:44 PM, 824.3531, 86, correct
4/19/2022 8:11:49 PM, 828.9002, 774, correct
4/19/2022 8:11:54 PM, 833.9846, 204, correct
4/19/2022 8:11:56 PM, 836.4197, 528, correct
4/19/2022 8:11:59 PM, 839.0757, 648, correct
4/19/2022 8:12:02 PM, 841.8117, 73, correct
4/19/2022 8:12:05 PM, 845.2199, 178, correct
4/19/2022 8:12:08 PM, 847.5999, 290, correct
4/19/2022 8:12:12 PM, 852.2001, 711, correct
4/19/2022 8:12:14 PM, 854.1516, 132, correct
4/19/2022 8:12:16 PM, 856.0839, 79, correct
4/19/2022 8:12:19 PM, 858.72, 276, correct
4/19/2022 8:12:26 PM, 865.9041, 96, correct
4/19/2022 8:12:28 PM, 868.1359, 156, correct
4/19/2022 8:12:30 PM, 869.8037, 69, correct
4/19/2022 8:12:35 PM, 875.4967, 837, correct
4/19/2022 8:12:37 PM, 877.3998, 142, correct
4/19/2022 8:12:41 PM, 881.0236, 378, correct
4/19/2022 8:12:43 PM, 882.8089, 320, correct
4/19/2022 8:12:44 PM, 884.3358, 200, correct
4/19/2022 8:12:47 PM, 886.6197, 116, correct
4/19/2022 8:12:48 PM, 888.3531, 76, correct
4/19/2022 8:12:52 PM, 892.0837, 306, correct
4/19/2022 8:12:54 PM, 893.8837, 48, correct
4/19/2022 8:12:56 PM, 896.404, 266, correct
4/19/2022 8:13:00 PM, 899.9518, 504, correct
